"Requirement.1","Change.1","Heavy.atom.No.1","Reaction.1","Mass.Difference.1","Description.1","Reaction1_No.","Requirement.2","Change.2","Heavy.atom.No.2","Reaction.2","Mass.Difference.2","Description.2","Reaction2_No.","mass change","formula change"
"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,61.052764,"C2H7N1O1"
"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,98.109551,"C7H14"
"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,52.039854,"H7N1O2"
"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,67.063329,"C1H9N1O2"
"H","C7H13NO2",10,"(+C7H13NO2)",143.094629,"addition of Carnitine",32,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,85.08915,"C5H11N1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,452.117946,"C18H20N4O10"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,451.13393,"C18H21N5O9"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","CH2",1,"(+CH2)",14.01565,"methylation",35,240.074623,"C10H12N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,254.053888,"C10H10N2O6"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,270.048803,"C10H10N2O7"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,228.074623,"C9H12N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,244.069538,"C9H12N2O6"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,306.025306,"C9H11N2O8P1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","NH",1,"(+NH)",15.010899,"addition of NH",41,241.069872,"C9H11N3O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","NH3",1,"(+NH3)",17.026549,"addition of ammonia",42,243.085522,"C9H13N3O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","O",1,"(+O)",15.994915,"oxidation",43,242.053888,"C9H10N2O6"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","SO3",4,"(+SO3)",79.956817,"sulfate conjugation",44,306.01579,"C9H10N2O8S1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"HS","O3",4,"(SH -> SO3H)",47.984745,"Thiol to Sulfonic acid",45,274.043718,"C9H10N2O8"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","H2P2O6",8,"(+H2P2O6)",159.932661,"addition of di-phosphate",46,385.991634,"C9H12N2O11P2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,465.957965,"C9H13N2O14P3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,244.049551,"C9H9N2O5F1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,260.020001,"C9H9N2O5Cl1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,303.969485,"C9H9N2O5Br1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,351.955621,"C9H9N2O5I1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,256.033152,"C9H8N2O7"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,294.046358,"C10H9N2O5F3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,311.148122,"C14H21N3O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,308.100838,"C14H16N2O6"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,271.044051,"C9H9N3O7"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,317.113748,"C16H16N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,302.090273,"C15H14N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,284.064452,"C11H12N2O7"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H5N5","C-5H-3N-5O",10,"(-C5H5N5 + H2O)",-117.04393,"loss of Adenine",60,109.015043,"C4H7N-3O6"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C10H11N5O3","C-10H-11N-5O-3",18,"(-C10H11N5O3)",-249.08619,"loss of Adenosine",61,-23.027217,"C-1H-1N-3O2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-39.022132,"C-1H-1N-3O1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C10H12N2O4","C-10H-12N-2O-4",16,"(-C10H12N2O4)",-224.079708,"loss of Thymidine",63,1.979265,"C-1H-2O1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C10H15N3O5S","C-10H-15N-3O-5S-1",19,"(-C10H15N3O5S)",-289.073244,"loss of Glutathione",64,-63.014271,"C-1H-5N-1S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C10H15N3O6S","C-10H-15N-3O-6S-1",20,"(-C10H15N3O6S)",-305.068159,"loss of S-Glutathione",65,-79.009186,"C-1H-5N-1O-1S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C10H7NO","C-10H-7N-1O-1",12,"(-C10H7NO)",-157.052764,"loss of indole acetyl",66,69.006209,"C-1H3N1O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C12H20O10","C-12H-20O-10",22,"(-C12H20O10)",-324.10565,"loss of di-hexose",67,-98.046677,"C-3H-10N2O-5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C16H30O","C-16H-30O-1",17,"(-C16H30O)",-238.229665,"loss of Palmitic acid",68,-12.170692,"C-7H-20N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C18H30O15","C-18H-30O-15",33,"(-C18H30O15)",-486.158475,"loss of tri-hexose",69,-260.099502,"C-9H-20N2O-10"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C2H2O","C-2H-2O-1",3,"(-C2H2O)",-42.010565,"Deacetylation",70,184.048408,"C7H8N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C2H3NO","C-2H-3N-1O-1",4,"(-C2H3NO)",-57.021464,"loss of glycine",71,169.037509,"C7H7N1O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C2H4","C-2H-4",2,"(-C2H4)",-28.0313,"loss of C2H4",72,198.027673,"C7H6N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C2H5NO2S","C-2H-5N-1O-2S-1",6,"(-C2H5NO2S)",-107.004101,"loss of taurine",73,119.054872,"C7H5N1O3S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C3H2O3","C-3H-2O-3",6,"(-C3H2O3)",-86.000394,"loss of malonyl",74,140.058579,"C6H8N2O2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C3H4O","C-3H-4O-1",4,"(-C3H4O)",-56.026215,"loss of propionyl",75,170.032758,"C6H6N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C3H5NO2S","C-3H-5N-1O-2S-1",7,"(-C3H5NO2S)",-119.004101,"loss of S-cysteine",76,107.054872,"C6H5N1O3S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C3H5NOS","C-3H-5N-1O-1S-1",6,"(-C3H5NOS)",-103.009186,"loss of cysteine",77,123.049787,"C6H5N1O4S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C4H2N2O","C-4H-2N-2O-1",7,"(-C4H2N2O)",-94.016713,"loss of Uracil",78,132.04226,"C5H8O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C4H3N3","C-4H-3N-3",7,"(-C4H3N3)",-93.032697,"loss of Cytosine",79,133.026276,"C5H7N-1O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,158.032758,"C5H6N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,126.042929,"C5H6N2O2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,156.017108,"C5H4N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,93.020128,"C4H7N-3O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,118.02661,"C4H6O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,112.027279,"C4H4N2O2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,65.044307,"C4H3N1O2S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,94.016713,"C4H2N2O1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,64.006148,"C3N2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-15.960185,"C3H-1N2O-3P-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,50.026883,"C3H2N2O-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,82.964344,"C2H-3N1O3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,0.984015999999997,"H-1N-1O1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,212.043323,"C8H8N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,198.064058,"C8H10N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,182.069143,"C8H10N2O3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,224.043323,"C9H8N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,208.048408,"C9H8N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,146.09264,"C9H9N2O2P-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,211.048074,"C9H9N1O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,209.032424,"C9H7N1O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,210.064058,"C9H10N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,146.102156,"C9H10N2O2S-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,178.074228,"C9H10N2O2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,66.126312,"C9H8N2O-1P-2"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-13.840019,"C9H7N2O-4P-3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,208.068395,"C9H11N2O5F-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,192.097945,"C9H11N2O5Cl-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,148.148461,"C9H11N2O5Br-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,100.162325,"C9H11N2O5I-1"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,196.084794,"C9H12N2O3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,158.071588,"C8H11N2O5F-3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,140.969824,"C4H-1N1O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,144.017108,"C4H4N2O4"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,181.073895,"C9H11N1O3"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,135.004198,"C2H4N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,150.027673,"C3H6N2O5"
"H","C9H10N2O5",16,"(+C9H10N2O5)",226.058973,"addition of Uridine",33,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,168.053494,"C7H8N2O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,450.149914,"C18H22N6O8"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","CH2",1,"(+CH2)",14.01565,"methylation",35,239.090607,"C10H13N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,253.069872,"C10H11N3O5"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,269.064787,"C10H11N3O6"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,227.090607,"C9H13N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,243.085522,"C9H13N3O5"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,305.04129,"C9H12N3O7P1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","NH",1,"(+NH)",15.010899,"addition of NH",41,240.085856,"C9H12N4O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","NH3",1,"(+NH3)",17.026549,"addition of ammonia",42,242.101506,"C9H14N4O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","O",1,"(+O)",15.994915,"oxidation",43,241.069872,"C9H11N3O5"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","SO3",4,"(+SO3)",79.956817,"sulfate conjugation",44,305.031774,"C9H11N3O7S1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"HS","O3",4,"(SH -> SO3H)",47.984745,"Thiol to Sulfonic acid",45,273.059702,"C9H11N3O7"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","H2P2O6",8,"(+H2P2O6)",159.932661,"addition of di-phosphate",46,385.007618,"C9H13N3O10P2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,464.973949,"C9H14N3O13P3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,243.065535,"C9H10N3O4F1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,259.035985,"C9H10N3O4Cl1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,302.985469,"C9H10N3O4Br1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,350.971605,"C9H10N3O4I1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,255.049136,"C9H9N3O6"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,293.062342,"C10H10N3O4F3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,310.164106,"C14H22N4O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,307.116822,"C14H17N3O5"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,270.060035,"C9H10N4O6"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,316.129732,"C16H17N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,301.106257,"C15H15N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,283.080436,"C11H13N3O6"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H5N5","C-5H-3N-5O",10,"(-C5H5N5 + H2O)",-117.04393,"loss of Adenine",60,108.031027,"C4H8N-2O5"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C10H11N5O3","C-10H-11N-5O-3",18,"(-C10H11N5O3)",-249.08619,"loss of Adenosine",61,-24.011233,"C-1N-2O1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-40.006148,"C-1N-2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C10H12N2O4","C-10H-12N-2O-4",16,"(-C10H12N2O4)",-224.079708,"loss of Thymidine",63,0.995249000000001,"C-1H-1N1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C10H15N3O5S","C-10H-15N-3O-5S-1",19,"(-C10H15N3O5S)",-289.073244,"loss of Glutathione",64,-63.998287,"C-1H-4O-1S-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C10H15N3O6S","C-10H-15N-3O-6S-1",20,"(-C10H15N3O6S)",-305.068159,"loss of S-Glutathione",65,-79.993202,"C-1H-4O-2S-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C10H7NO","C-10H-7N-1O-1",12,"(-C10H7NO)",-157.052764,"loss of indole acetyl",66,68.022193,"C-1H4N2O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C12H20O10","C-12H-20O-10",22,"(-C12H20O10)",-324.10565,"loss of di-hexose",67,-99.030693,"C-3H-9N3O-6"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C16H30O","C-16H-30O-1",17,"(-C16H30O)",-238.229665,"loss of Palmitic acid",68,-13.154708,"C-7H-19N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C18H30O15","C-18H-30O-15",33,"(-C18H30O15)",-486.158475,"loss of tri-hexose",69,-261.083518,"C-9H-19N3O-11"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C2H2O","C-2H-2O-1",3,"(-C2H2O)",-42.010565,"Deacetylation",70,183.064392,"C7H9N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C2H3NO","C-2H-3N-1O-1",4,"(-C2H3NO)",-57.021464,"loss of glycine",71,168.053493,"C7H8N2O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C2H4","C-2H-4",2,"(-C2H4)",-28.0313,"loss of C2H4",72,197.043657,"C7H7N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C2H5NO2S","C-2H-5N-1O-2S-1",6,"(-C2H5NO2S)",-107.004101,"loss of taurine",73,118.070856,"C7H6N2O2S-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C3H2O3","C-3H-2O-3",6,"(-C3H2O3)",-86.000394,"loss of malonyl",74,139.074563,"C6H9N3O1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C3H4O","C-3H-4O-1",4,"(-C3H4O)",-56.026215,"loss of propionyl",75,169.048742,"C6H7N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C3H5NO2S","C-3H-5N-1O-2S-1",7,"(-C3H5NO2S)",-119.004101,"loss of S-cysteine",76,106.070856,"C6H6N2O2S-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C3H5NOS","C-3H-5N-1O-1S-1",6,"(-C3H5NOS)",-103.009186,"loss of cysteine",77,122.065771,"C6H6N2O3S-1"
